,Type,Edt Size,Mint Date,Platform,Collection Name,Collaborator/Special Type,Link,Contract Hash,Token Type,TokenID Start,Token ID End,IPFS Image,IPFS Json,Pinned?,Hosting Type
Break,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/2?filters[onSale]=true&sortBy=lowest,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,4,4,QmZCUNCDZbqDcuxCP1LPDyFPE8ZzCtYNNftPz1EWSWXfTT,NG API,Y,Platform
Twirl,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/3?filters[onSale]=true&sortBy=lowest,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,2,2,QmUbE9BMoTYV1LgMNThFv3G9U45AdJNZGEsfYSd53LA7tM,NG API,Y,Platform
Step,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/1?filters[onSale]=true&sortBy=lowest,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,3,3,QmZcvrQbzSpAdQBc7ydSzEoZ2gs1kiwnQPYNt3A8TAZtan,NG API,Y,Platform
Insecurity Camera,Edition,50,6/8/21,Cryptovoxels Wearable,,Free Airdrop,https://opensea.io/assets/matic/0x5A494287D8AD3eaA628578BA9E6688C32f34952f/1,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,1,1,Hosted by Platform,,,Platform
Flicker Ape #4620,Unique,1,6/23/21,Foundation,,Commission,https://opensea.io/assets/ethereum/0x3b3ee1931dc30c1957379fac9aba94d1c48a5405/52407,0x3B3ee1931Dc30C1957379FAc9aba94D1C48a5405,ERC-721,52407,52407,QmcvbeK7kZUQh1GgDXS2SaXwuGvwUn2KD4sBi9MqwsiNu8,QmX1ep4F8kRPQbuZsJuc7H6u1QAgnHf3TdRvW7YrGQSrx3,Y,IPFS
Craneon,Edition,20,7/7/21,NiftyGateway,,Ekaitza,https://niftygateway.com/marketplace/collection/0x9c071763bbadab338042a4ca8908c7ee2cdda976/24?filters[onSale]=true&sortBy=lowest,0x9c071763bbadab338042a4ca8908c7ee2cdda976,ERC-721,24,24,,NG API,,Platform
OneThirty,Unique,1,7/16/21,NiftyGateway,,CryptoCubes,https://niftygateway.com/marketplace/item/0x3f3df9790620adf2f39e5e5fec86dd3c0ba370b9/63700080001,0x3F3df9790620Adf2F39E5e5FEC86dD3C0Ba370b9,ERC-721,63700080001,63700080001,,NG API,,Platform
Ramsay,Unique,1,8/3/21,Manifold,,Adamtastic,https://opensea.io/assets/ethereum/0xf6a2c8a4adf384acd7d3871488af84218a46a1c7/48,0xF6A2C8a4Adf384aCd7d3871488af84218A46a1c7,ERC-721,48,48,Arweave,,,Arweave
CryptoDickButts,,Various Traits,8/6/21,CryptoDickButts,,,https://opensea.io/collection/cryptodickbutts-s3,0x42069ABFE407C60cf4ae4112bEDEaD391dBa1cdB,ERC-721,756,,,,,IPFS
Biorhythm,Unique,1,8/7/21,SuperRare,,,https://superrare.com/artwork-v2/biorhythm-26936,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,26936,26936,QmVJvE7n1CuVJUoT3o2RxqHFBW24cLfxgGMhzMM9quJEwV,QmTaGKGfq9qmSLi6v7wLB1Pu6paQTFDnNjvPvxQHYudZM4,Y,IPFS
Worm x Brinkman,Edition,100,8/12/21,The Worm,,Free Airdrop,https://opensea.io/collection/the-worm-x-brinkman,0x30be5eddc57d03914e5d04cb78a12f5784544b1f,,"55,77","55,77",,,ONCHAIN,ONCHAIN
MINDDS Collab #3,Edition,50,8/21/21,MINDDS,,Dario De Siena,https://opensea.io/assets/0x93284e029dd089b24b2801e75bca39931e078573/3,0x93284e029dd089b24b2801e75bCa39931E078573,ERC-1155,1,,QmcdcL9ijibPGpff9Q1YsgaAuDuSEcviJ7tF35DKyTqbJW,QmcYWn33fo4TuCmdeG9cSWDcDPiPpiMXsHijrPk926Bo7K,Y,IPFS
Clouds of the Metaverse,Unique,1,8/25/21,KnownOrigin,,"MLO, Kristy Glas, Danil Pan, Cano",https://knownorigin.io/gallery/823000-clouds-of-the-metaverse,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,,823000,,QmVaCHiE7BFzNSaLRMPVbhDCRDCUVnvzU5zdn4fgsSp4Um,QmUiMTsHCoKkpLfmtvNsNtgoronu7jb6FW7EG4myyzB6pf,Y,IPFS
Catwalk,Unique,1,9/28/21,SuperRare,,,https://superrare.com/artwork-v2/catwalk-28912,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,28912,28912,QmPjtbzzH8Htgk5hFcB8WC7RWD45QuutnEZcohi3JyBigj,QmeocKnmbTW721se4yrQ8cpFdiyo7uPsxfAEpRHt9S6tYi,Y,IPFS
Synapse,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db/2?filters[onSale]=true&sortBy=lowest,0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db,ERC-721,16200020001,16200020010,,NG API,,Platform
Drained,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db/1?filters[onSale]=true&sortBy=lowest,0xe3389C4a4B676dcCD19bC8C051FaDcb1D07df4db,ERC-721,16200010001,16200010010,,NG API,,Platform
Bulb,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/2?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100020001,16100020010,,NG API,,Platform
Drip,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/5?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100050001,16100050010,,NG API,,Platform
Optic,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/3?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100030001,16100030010,,NG API,,Platform
Buds,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/1?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100010001,16100010010,,NG API,,Platform
Buzzed,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/4?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100040001,16100040010,,NG API,,Platform
Drinkman,Edition,50,10/14/21,Cryptovoxels Wearable,,Free Airdrop,https://opensea.io/assets/matic/0x5A494287D8AD3eaA628578BA9E6688C32f34952f/2,0x5A494287D8AD3eaA628578BA9E6688C32f34952f,ERC-1155,2,,Hosted by Platform,,,Platform
Gremlins,Edition,72,10/19/21,Custom,,Commission,https://opensea.io/collection/gremlins-x-brinkman-airdrop,0x48B01BF21c2b264df0Ee8Fb9b3B5D5A77885A0e7,ERC-721,1,75,QmRP8j91PLckQcEp58boR4cDdPoEfVvqJRMJKdmpkALFLY,QmSVbXTpa9yexPCdNfsqCT579Ae2NgzExTwgaCkxAFJ5UM,Y,IPFS
Wilt,Unique,1,10/20/21,SuperRare,,Roses,https://superrare.com/artwork-v2/wilt-(129-150)-28643,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,28643,28643,QmQoxXV78PPmMFzjRRzLhDALweR51RtH2X3Ktt6Na69MVW,QmPSsg7iePkbua9T2G2NSQo8jkyxx2DVarpVW8WC6iuKn7,Y,IPFS
Collab,Edition,5,10/27/21,KnownOrigin,,Panter Xhita,https://opensea.io/assets/ethereum/0xABB3738f04Dc2Ec20f4AE4462c3d069d02AE045B/3659000,,,,,QmVm8Z2YP62ueUjpcvkyFFSD1w9x4ZyA7mUAze1ZCFE45D,QmSAsm4yc6fGJz6QmU3BA3jaV7uY4aeSpEFuCbpbuqrgYn,Y,IPFS
Expl0de.io,Unique,1,11/8/21,SuperRare,,,https://superrare.com/artwork-v2/%E2%89%A1xpl0de.io-30188,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,30188,30188,QmSRP1WZTa5TzRV8P7seYgDDHBDi293WeFHtoQbTDvt7VA,QmdqEY8vP5iNk8kay13UxuqnSJgKYJv9F9pNxGeqawZ5Db,Y,IPFS
Dis/connected,Unique,1,11/28/21,SuperRare,,,https://superrare.com/artwork-v2/dis-connected-30723,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,30723,30723,QmSnhr9E2rZZBEg9jGqcvHJyR5VFFA2EqkA9KH5Vc4ocsi,QmWZLuss3aZ6EkdNgCBKLhhvcpVjGHqTn67wnjCWDE4HLd,Y,IPFS
Numismatist,Edition,3,11/28/21,$WHALE Store,,,https://opensea.io/assets/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/93,0xF6C71e1e72254051F2e26270C16A84Fbd1dBFAfD,ERC-721,92,94,QmaVyN9DcBHhqXwzGvSvSrNgW1pTRVSwwC7hELz63EL1E4,,Y,IPFS
